x_height sweep,y_height sweep
0.05,0.308743319
0.1,0.3890715817
0.15,0.4020896943
0.2,0.3806453268
0.25,0.4567488318
0.3,0.608571423
0.35,0.7416797296
0.4,0.7738593931
0.45,0.1202254595
