# Lid-driven cavity centreline profiles
# Re = 100, mesh cells = 6372

# y, Ux_sim
0.688442, -0.162918
0.693467, -0.162918
0.698492, -0.166660
0.703518, -0.189053
0.708543, -0.189053
0.713568, -0.189053
0.718593, -0.189053
0.723618, -0.214659
0.728643, -0.213631
0.733668, -0.213631
0.738693, -0.213631
0.743719, -0.225662
0.748744, -0.225662
0.753769, -0.225662
0.758794, -0.226071
0.763819, -0.242653
0.768844, -0.242653
0.773869, -0.242653
0.778894, -0.242653
0.783920, -0.249610
0.788945, -0.249610
0.793970, -0.249610
0.798995, -0.257826
0.804020, -0.257826
0.809045, -0.257826
0.814070, -0.264317
0.819095, -0.254190
0.824121, -0.254190
0.829146, -0.254190
0.834171, -0.252455
0.839196, -0.252455
0.844221, -0.252455
0.849246, -0.241744
0.854271, -0.237104
0.859296, -0.237104
0.864322, -0.237104
0.869347, -0.227755
0.874372, -0.227755
0.879397, -0.226952
0.884422, -0.226952
0.889447, -0.201883
0.894472, -0.201883
0.899497, -0.192415
0.904523, -0.192415
0.909548, -0.181055
0.914573, -0.159760
0.919598, -0.159760
0.924623, -0.159760
0.929648, -0.136955
0.934673, -0.136955
0.939698, -0.136955
0.944724, -0.111305
0.949749, -0.091395
0.954774, -0.091395
0.959799, -0.091395
0.964824, -0.073625
0.969849, -0.060722
0.974874, -0.060722
0.979899, -0.032773
0.984925, -0.032773
0.989950, -0.032773
0.994975, -0.016124
1.000000, -0.016124


# x, Uy_ghia
0.000000, 0.000000
0.062500, 0.092330
0.070300, 0.100910
0.078100, 0.108900
0.093800, 0.123170
0.156300, 0.160770
0.226600, 0.175070
0.234400, 0.175270
0.500000, 0.054540
0.804700, -0.245330
0.859400, -0.224450
0.906300, -0.169140
0.945300, -0.103130
0.953100, -0.088640
0.960900, -0.073910
0.968800, -0.059060
1.000000, 0.000000
